"number"	"Programme"	"Priority"	"Approved.Intervention.Rate"	"Grant.Award"	"total.actual.spend"	"Absorption.Capacity.2"	"Degree.Centrality"	"Eigenfactor"	"Betweenness.Centrality"	"Cohesive.Subgroup"	"LADC"	"ProjDC"	"BTC"	"EVC"	"Kcore"	"New.Type.Organisation"	"Type.Expenditure"	"Percentage.achieved"
"504"	503	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99369536	191261	405306.34	95.34735252	2	0.001126481	0.00052082	4	5	146	0.017236753	0.016761934	28	"Voluntary Sector"	"Capital"	109.1348089
"505"	504	"LUPS ESF"	"Priority 2: Progressing through Employment"	40	267672	342678.25	42.40068591	7	0.008911334	0.001338849	4	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	57.00483092
"506"	505	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.19996087	304510	493241.29	63.49558066	12	0.009175165	0.005840487	4	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	45.30516432
"507"	506	"LUPS ESF"	"Priority 2: Progressing through Employment"	40	80132	200330	52.87882494	7	0.00410419	0.001316129	4	3	85	0.003419535	0.020475082	26	"Local Authority"	"Capital"	107.7142857
"508"	507	"LUPS ESF"	"Priority 2: Progressing through Employment"	45.00000097	138907.65	304891.8	77.09222445	10	0.01523763	0.003217342	3	4	51	0.000995529	0.010173161	19	"Economic and Social Development Body"	"Capital"	15.23138833
"509"	508	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.53436986	663318.83	643244.82	38.33794169	4	0.000390712	0.001062487	1	5	44	0.002853045	0.003249265	16	"Further Education"	"Capital"	22.00790146
"510"	509	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.01377746	95570	223454.17	64.94296026	7	0.004024474	0.000852859	1	7	128	0.015131222	0.039589133	24	"Local Authority"	"Capital"	100
"511"	510	"LUPS ESF"	"Priority 2: Progressing through Employment"	45.0000007	351286.93	701935.89	72.52159522	3	0.002633955	0.000665805	2	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	65.35303777
"512"	511	"LUPS ESF"	"Priority 2: Progressing through Employment"	41.99998326	100364	230927.17	96.63761184	3	0.000385987	0.000599205	3	4	18	0.004690362	0.003060629	8	"Further Education"	"Capital"	64.7229115
"513"	512	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.78977896	413742	882907.6	72.08534418	4	0.000266326	0.001562048	0	1	12	0.002081635	0.003919601	9	"Voluntary Sector"	"Capital"	100
"514"	513	"LUPS ESF"	"Priority 2: Progressing through Employment"	39.9999987	308677.61	771694.05	94.12790082	3	0.000727836	0.000598174	1	4	50	0.00336271	0.009445309	23	"Local Authority"	"Capital"	59.79899497
"515"	514	"LUPS ESF"	"Priority 2: Progressing through Employment"	41.86140405	259210	515295.71	83.21824744	17	0.00333545	0.005296566	4	2	72	0.004473381	0.011631067	23	"Voluntary Sector"	"Capital"	157.9565217
"516"	515	"LUPS ESF"	"Priority 2: Progressing through Employment"	45	182700	406000	33.45520936	6	0.005973816	0.001725657	4	10	124	0.012833128	0.068285551	26	"Local Authority"	"Capital"	160.2859412
"517"	516	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99999427	1570471	930327.94	26.65744988	2	0.000584676	2.57e-05	2	5	48	0.003034272	0.007464121	19	"Further Education"	"Capital"	0
"518"	517	"LUPS ESF"	"Priority 2: Progressing through Employment"	38	207369.42	544033.93	64.75402825	18	0.017237306	0.006439607	4	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	106.2214612
"519"	518	"LUPS ESF"	"Priority 2: Progressing through Employment"	38.31955135	284012.26	741168.02	87.73699113	10	0.00811859	0.002982976	4	1	68	0.002231	0.012253	23	"Voluntary Sector"	"Capital"	33.63636364
"520"	519	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99999957	20716981	46009325	99.93828758	10	0.078142447	0.007074077	4	6	353	0.066805192	0.176729842	36	"Government Department/Agencies"	"Capital"	44.21174468
"521"	520	"LUPS ESF"	"Priority 5: Strategic Skills Pipeline"	29.08349951	12225119.84	40878811.08	97.25048894	2	0.012800929	8e-05	6	6	353	0.066805192	0.176729842	36	"Government Department/Agencies"	"Capital"	48.49854151
"522"	521	"LUPS ESF"	"Priority 5: Strategic Skills Pipeline"	42.5901754	7784125.01	2385653.42	13.052899	14	0.033255865	0.006798596	5	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	21.39723596
"523"	522	"LUPS ESF"	"Priority 5: Strategic Skills Pipeline"	45	591300	175285.46	13.33983714	22	0.010780117	0.008511438	3	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	19.17224589
